,customer_number,Cluster,cluster_name
2739,14770,3,Convenience-seeker Buyers
2740,14778,0,Premium Buyers
2741,14780,4,Occassional Buyers
2742,14782,0,Premium Buyers
2743,14784,0,Premium Buyers
2744,14790,1,Budget Buyers
2745,14797,3,Convenience-seeker Buyers
2746,14801,1,Budget Buyers
2747,14805,0,Premium Buyers
2748,14806,1,Budget Buyers
2749,14817,0,Premium Buyers
2750,14819,4,Occassional Buyers
2751,14825,0,Premium Buyers
2752,14828,1,Budget Buyers
2753,14834,1,Budget Buyers
2754,14837,1,Budget Buyers
2755,14839,4,Occassional Buyers
2756,14846,0,Premium Buyers
2757,14848,0,Premium Buyers
2758,14866,1,Budget Buyers
2759,14870,1,Budget Buyers
2760,14871,4,Occassional Buyers
2761,14872,4,Occassional Buyers
2762,14880,1,Budget Buyers
2763,14881,1,Budget Buyers
2764,14885,4,Occassional Buyers
2765,14887,4,Occassional Buyers
2766,14891,1,Budget Buyers
2767,14893,3,Convenience-seeker Buyers
2768,14907,0,Premium Buyers
2769,14909,4,Occassional Buyers
2770,14910,4,Occassional Buyers
2771,14920,4,Occassional Buyers
2772,14922,4,Occassional Buyers
2773,14931,0,Premium Buyers
2774,14932,1,Budget Buyers
2775,14951,1,Budget Buyers
2776,14962,1,Budget Buyers
2777,14963,4,Occassional Buyers
2778,14967,3,Convenience-seeker Buyers
2779,14974,0,Premium Buyers
2780,14976,0,Premium Buyers
2781,14979,4,Occassional Buyers
2782,14982,0,Premium Buyers
2783,14984,4,Occassional Buyers
2784,14995,1,Budget Buyers
2785,14998,4,Occassional Buyers
2786,14999,0,Premium Buyers
2787,15003,0,Premium Buyers
2788,15016,4,Occassional Buyers
2789,15018,0,Premium Buyers
2790,15019,4,Occassional Buyers
2791,15022,0,Premium Buyers
2792,15024,1,Budget Buyers
2793,15035,4,Occassional Buyers
2794,15059,4,Occassional Buyers
2795,15068,0,Premium Buyers
2796,15070,1,Budget Buyers
2797,15076,0,Premium Buyers
2798,15091,4,Occassional Buyers
2799,15114,3,Convenience-seeker Buyers
2800,15118,1,Budget Buyers
2801,15125,4,Occassional Buyers
2802,15135,3,Convenience-seeker Buyers
2803,15142,1,Budget Buyers
2804,15144,0,Premium Buyers
2805,15145,0,Premium Buyers
2806,15150,2,Regular Buyers
2807,15160,0,Premium Buyers
2808,15167,0,Premium Buyers
2809,15177,0,Premium Buyers
2810,15191,0,Premium Buyers
2811,15196,4,Occassional Buyers
2812,15197,1,Budget Buyers
2813,15203,3,Convenience-seeker Buyers
2814,15215,0,Premium Buyers
2815,15217,3,Convenience-seeker Buyers
2816,15221,4,Occassional Buyers
2817,15227,4,Occassional Buyers
2818,15234,4,Occassional Buyers
2819,15239,4,Occassional Buyers
2820,15240,4,Occassional Buyers
2821,15245,0,Premium Buyers
2822,15249,2,Regular Buyers
2823,15259,1,Budget Buyers
2824,15262,0,Premium Buyers
2825,15263,0,Premium Buyers
2826,15265,0,Premium Buyers
2827,15268,4,Occassional Buyers
2828,15270,1,Budget Buyers
2829,15274,0,Premium Buyers
2830,15276,4,Occassional Buyers
2831,15280,0,Premium Buyers
2832,15282,4,Occassional Buyers
2833,15284,1,Budget Buyers
2834,15294,1,Budget Buyers
2835,15302,2,Regular Buyers
2836,15308,0,Premium Buyers
2837,15310,0,Premium Buyers
2838,15311,4,Occassional Buyers
2839,15316,3,Convenience-seeker Buyers
2840,15328,4,Occassional Buyers
2841,15335,1,Budget Buyers
2842,15339,0,Premium Buyers
2843,15344,0,Premium Buyers
2844,15347,1,Budget Buyers
2845,15354,3,Convenience-seeker Buyers
2846,15365,4,Occassional Buyers
2847,15371,4,Occassional Buyers
2848,15373,0,Premium Buyers
2849,15391,3,Convenience-seeker Buyers
2850,15394,4,Occassional Buyers
2851,15403,1,Budget Buyers
2852,15407,4,Occassional Buyers
2853,15412,1,Budget Buyers
2854,15414,1,Budget Buyers
2855,15419,0,Premium Buyers
2856,15426,3,Convenience-seeker Buyers
2857,15439,1,Budget Buyers
2858,15447,0,Premium Buyers
2859,15449,4,Occassional Buyers
2860,15455,0,Premium Buyers
2861,15458,4,Occassional Buyers
2862,15459,4,Occassional Buyers
2863,15463,4,Occassional Buyers
2864,15481,1,Budget Buyers
2865,15492,0,Premium Buyers
2866,15499,4,Occassional Buyers
2867,15502,0,Premium Buyers
2868,15503,0,Premium Buyers
2869,15513,0,Premium Buyers
2870,15527,0,Premium Buyers
2871,15541,0,Premium Buyers
2872,15544,3,Convenience-seeker Buyers
2873,15554,0,Premium Buyers
2874,15556,1,Budget Buyers
2875,15568,1,Budget Buyers
2876,15571,1,Budget Buyers
2877,15573,0,Premium Buyers
2878,15588,1,Budget Buyers
2879,15596,0,Premium Buyers
2880,15601,0,Premium Buyers
2881,15604,1,Budget Buyers
2882,15605,4,Occassional Buyers
2883,15609,0,Premium Buyers
2884,15616,0,Premium Buyers
2885,15617,0,Premium Buyers
2886,15621,0,Premium Buyers
2887,15622,1,Budget Buyers
2888,15634,4,Occassional Buyers
2889,15651,1,Budget Buyers
2890,15654,0,Premium Buyers
2891,15664,0,Premium Buyers
2892,15667,3,Convenience-seeker Buyers
2893,15669,3,Convenience-seeker Buyers
2894,15671,0,Premium Buyers
2895,15682,4,Occassional Buyers
2896,15684,1,Budget Buyers
2897,15685,3,Convenience-seeker Buyers
2898,15690,4,Occassional Buyers
2899,15702,4,Occassional Buyers
2900,15709,4,Occassional Buyers
2901,15717,3,Convenience-seeker Buyers
2902,15723,4,Occassional Buyers
2903,15728,4,Occassional Buyers
2904,15738,3,Convenience-seeker Buyers
2905,15743,1,Budget Buyers
2906,15753,0,Premium Buyers
2907,15763,1,Budget Buyers
2908,15768,0,Premium Buyers
2909,15772,1,Budget Buyers
2910,15773,4,Occassional Buyers
2911,15774,0,Premium Buyers
2912,15778,0,Premium Buyers
2913,15788,3,Convenience-seeker Buyers
2914,15793,4,Occassional Buyers
2915,15801,0,Premium Buyers
2916,15813,3,Convenience-seeker Buyers
2917,15815,1,Budget Buyers
2918,15821,4,Occassional Buyers
2919,15827,4,Occassional Buyers
2920,15831,0,Premium Buyers
2921,15838,0,Premium Buyers
2922,15839,4,Occassional Buyers
2923,15843,4,Occassional Buyers
2924,15850,4,Occassional Buyers
2925,15852,4,Occassional Buyers
2926,15864,1,Budget Buyers
2927,15865,0,Premium Buyers
2928,15875,1,Budget Buyers
2929,15879,4,Occassional Buyers
2930,15902,0,Premium Buyers
2931,15911,0,Premium Buyers
2932,15920,1,Budget Buyers
2933,15932,0,Premium Buyers
2934,15933,3,Convenience-seeker Buyers
2935,15934,3,Convenience-seeker Buyers
2936,15939,1,Budget Buyers
2937,15942,0,Premium Buyers
2938,15943,0,Premium Buyers
2939,15945,1,Budget Buyers
2940,15960,0,Premium Buyers
2941,15963,0,Premium Buyers
2942,15966,0,Premium Buyers
2943,15967,1,Budget Buyers
2944,15970,0,Premium Buyers
2945,15972,3,Convenience-seeker Buyers
2946,15978,1,Budget Buyers
2947,15980,3,Convenience-seeker Buyers
2948,16002,0,Premium Buyers
2949,16012,4,Occassional Buyers
2950,16018,4,Occassional Buyers
2951,16022,3,Convenience-seeker Buyers
2952,16029,4,Occassional Buyers
2953,16031,4,Occassional Buyers
2954,16038,0,Premium Buyers
2955,16039,0,Premium Buyers
2956,16040,4,Occassional Buyers
2957,16041,0,Premium Buyers
2958,16043,3,Convenience-seeker Buyers
2959,16048,4,Occassional Buyers
2960,16049,0,Premium Buyers
2961,16054,0,Premium Buyers
2962,16076,4,Occassional Buyers
2963,16081,0,Premium Buyers
2964,16084,0,Premium Buyers
2965,16086,0,Premium Buyers
2966,16100,4,Occassional Buyers
2967,16102,1,Budget Buyers
2968,16106,4,Occassional Buyers
2969,16117,2,Regular Buyers
2970,16125,0,Premium Buyers
2971,16140,0,Premium Buyers
2972,16144,1,Budget Buyers
2973,16154,0,Premium Buyers
2974,16163,0,Premium Buyers
2975,16165,3,Convenience-seeker Buyers
2976,16167,0,Premium Buyers
2977,16172,0,Premium Buyers
2978,16173,0,Premium Buyers
2979,16184,4,Occassional Buyers
2980,16193,1,Budget Buyers
2981,16195,3,Convenience-seeker Buyers
2982,16196,0,Premium Buyers
2983,16203,3,Convenience-seeker Buyers
2984,16205,1,Budget Buyers
2985,16220,1,Budget Buyers
2986,16227,0,Premium Buyers
2987,16229,4,Occassional Buyers
2988,16231,4,Occassional Buyers
2989,16234,0,Premium Buyers
2990,16254,0,Premium Buyers
2991,16281,1,Budget Buyers
2992,16287,0,Premium Buyers
2993,16292,3,Convenience-seeker Buyers
2994,16294,0,Premium Buyers
2995,16295,0,Premium Buyers
2996,16301,4,Occassional Buyers
2997,16303,0,Premium Buyers
2998,16306,4,Occassional Buyers
2999,16316,4,Occassional Buyers
